date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:31	126/126	---MCZ	200	added ('OK')	text/plain	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/robots.txt		(from )
16:27:32	472886/472886	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/index.html	(from )
16:27:32	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%221544639720%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://magonedemo.blogspot.com/)
16:27:33	97163/97163	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://magonedemo.blogspot.com/)
16:27:33	3638/3638	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/favicon.ico	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/favicon.ico	(from https://magonedemo.blogspot.com/)
16:27:34	178029/178029	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/feeds/posts/default	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/feeds/posts/default	(from https://magonedemo.blogspot.com/)
16:27:35	152345/152345	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/feeds/posts/default?alt=rss	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/feeds/posts/default9522	(from https://magonedemo.blogspot.com/)
16:27:37	905/905	---M--	200	added ('OK')	image/png	etag:%22v442f%22	http://1.bp.blogspot.com/-ld8ozQnHZ5c/V9fiDv_F9RI/AAAAAAAARC4/xgyAqqmKCgc8nglV_V28YZM5ji6wyT1PACK4B/s1600/magone-logo.png	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/1.bp.blogspot.com/-ld8ozQnHZ5c/V9fiDv_F9RI/AAAAAAAARC4/xgyAqqmKCgc8nglV_V28YZM5ji6wyT1PACK4B/s1600/magone-logo.png	(from https://magonedemo.blogspot.com/)
16:27:37	1/1	---MC-	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202019%2010:27:37%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=3265765104636144345&zx=8e291b80-ba9f-4e40-b278-096b9d84b686	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/www.blogger.com/dyn-css/authorization1f4e.css	(from https://magonedemo.blogspot.com/)
16:27:39	480325/480325	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/09/the-new-york-times.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/09/the-new-york-times.html	(from https://magonedemo.blogspot.com/)
16:27:40	479639/479639	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/09/adapted-flatnews.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/09/adapted-flatnews.html	(from https://magonedemo.blogspot.com/)
16:27:42	480178/480178	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/09/sahifa-best-magazine-wordpress-theme.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/09/sahifa-best-magazine-wordpress-theme.html	(from https://magonedemo.blogspot.com/)
16:27:43	480557/480557	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/09/adapted-sevida-second-best-seller.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/09/adapted-sevida-second-best-seller.html	(from https://magonedemo.blogspot.com/)
16:27:44	246/246	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:46%20GMT	http://magonedemo.blogspot.com/2000/08/elegant-pack-layout.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/elegant-pack-layout.c.delayed	(from https://magonedemo.blogspot.com/)
16:27:45	473909/473909	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2015/08/layout-techno-spot.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2015/08/layout-techno-spot.html	(from https://magonedemo.blogspot.com/)
16:27:46	246/246	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:47%20GMT	http://magonedemo.blogspot.com/2000/08/layout-stylish-zine.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-stylish-zine.e.delayed	(from https://magonedemo.blogspot.com/)
16:27:47	475163/475163	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/elegant-pack-layout.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/elegant-pack-layout.html	(from https://magonedemo.blogspot.com/)
16:27:48	247/247	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:49%20GMT	http://magonedemo.blogspot.com/2000/08/layout-minimal-times.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-minimal-times.10.delayed	(from https://magonedemo.blogspot.com/)
16:27:49	475172/475172	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-stylish-zine.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-stylish-zine.html	(from https://magonedemo.blogspot.com/)
16:27:51	253/253	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:53%20GMT	http://magonedemo.blogspot.com/2000/08/layout-affiliate-marketers.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-affiliate-marketers.12.delayed	(from https://magonedemo.blogspot.com/)
16:27:52	473806/473806	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-minimal-times.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-minimal-times.html	(from https://magonedemo.blogspot.com/)
16:27:53	246/246	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:54%20GMT	http://magonedemo.blogspot.com/2000/08/layout--dairy-notes.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout--dairy-notes.14.delayed	(from https://magonedemo.blogspot.com/)
16:27:54	475158/475158	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-affiliate-marketers.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-affiliate-marketers.html	(from https://magonedemo.blogspot.com/)
16:27:56	250/250	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:27:58%20GMT	http://magonedemo.blogspot.com/2000/08/layout-absolute-writers.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-absolute-writers.16.delayed	(from https://magonedemo.blogspot.com/)
16:27:57	474188/474188	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout--dairy-notes.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout--dairy-notes.html	(from https://magonedemo.blogspot.com/)
16:27:59	247/247	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:00%20GMT	http://magonedemo.blogspot.com/2000/08/layout-financial-ist.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-financial-ist.18.delayed	(from https://magonedemo.blogspot.com/)
16:28:00	474727/474727	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-absolute-writers.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-absolute-writers.html	(from https://magonedemo.blogspot.com/)
16:28:00	246/246	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:02%20GMT	http://magonedemo.blogspot.com/2000/08/layout-random-grids.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-random-grids.1a.delayed	(from https://magonedemo.blogspot.com/)
16:28:01	475548/475548	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-financial-ist.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-financial-ist.html	(from https://magonedemo.blogspot.com/)
16:28:02	248/248	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:03%20GMT	http://magonedemo.blogspot.com/2000/08/layout-working-blocks.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-working-blocks.1c.delayed	(from https://magonedemo.blogspot.com/)
16:28:03	474568/474568	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-random-grids.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-random-grids.html	(from https://magonedemo.blogspot.com/)
16:28:04	250/250	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:05%20GMT	http://magonedemo.blogspot.com/2000/08/layout-showcase-palette.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-showcase-palette.1e.delayed	(from https://magonedemo.blogspot.com/)
16:28:04	475164/475164	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-working-blocks.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-working-blocks.html	(from https://magonedemo.blogspot.com/)
16:28:07	246/246	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:08%20GMT	http://magonedemo.blogspot.com/2000/08/layout-fluid-stacks.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-fluid-stacks.20.delayed	(from https://magonedemo.blogspot.com/)
16:28:07	474661/474661	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-showcase-palette.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-showcase-palette.html	(from https://magonedemo.blogspot.com/)
16:28:09	474483/474483	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2000/08/layout-fluid-stacks.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2000/08/layout-fluid-stacks.html	(from https://magonedemo.blogspot.com/)
16:28:10	457958/457958	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Staff%20Pick	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Staff%20Pick.html	(from https://magonedemo.blogspot.com/)
16:28:11	264/264	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:12%20GMT	http://magonedemo.blogspot.com/2015/04/potenti-bibendum-athletes-gayet-jared.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2015/04/potenti-bibendum-athletes-gayet-jared.24.delayed	(from https://magonedemo.blogspot.com/)
16:28:11	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Features	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Features.html	(from https://magonedemo.blogspot.com/)
16:28:14	228/228	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Jun%202019%2010:28:15%20GMT	http://magonedemo.blogspot.com/p/contact.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/p/contact.26.delayed	(from https://magonedemo.blogspot.com/)
16:28:14	582134/582134	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/2015/04/potenti-bibendum-athletes-gayet-jared.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/2015/04/potenti-bibendum-athletes-gayet-jared.html	(from https://magonedemo.blogspot.com/)
16:28:16	475/475	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2012:18:06%20GMT	https://resources.blogblog.com/img/icon18_wrench_allbkg.png	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/resources.blogblog.com/img/icon18_wrench_allbkg.png	(from https://magonedemo.blogspot.com/)
16:28:16	459991/459991	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/p/contact.html	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/p/contact.html	(from https://magonedemo.blogspot.com/)
16:28:18	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Business	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Business.html	(from https://magonedemo.blogspot.com/)
16:28:20	457894/457894	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Travel	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Travel.html	(from https://magonedemo.blogspot.com/)
16:28:22	458000/458000	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Technology	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Technology.html	(from https://magonedemo.blogspot.com/)
16:28:23	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Fashion	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Fashion.html	(from https://magonedemo.blogspot.com/)
16:28:24	457972/457972	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Guest%20Posts	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Guest%20Posts.html	(from https://magonedemo.blogspot.com/)
16:28:26	458028/458028	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Architecture	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Architecture.html	(from https://magonedemo.blogspot.com/)
16:28:27	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Politics	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Politics.html	(from https://magonedemo.blogspot.com/)
16:28:27	4858/4858	---M--	200	added ('OK')	image/png	etag:%22v40e1%22	https://3.bp.blogspot.com/-YcM4gHFmC9I/VtQiPmamGMI/AAAAAAAAQOA/HIOgzbUPQts/s1600/random-post-link.png	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/3.bp.blogspot.com/-YcM4gHFmC9I/VtQiPmamGMI/AAAAAAAAQOA/HIOgzbUPQts/s1600/random-post-link.png	(from https://magonedemo.blogspot.com/)
